,AREA,PERIMETER,PARKS_,PARKS_ID,NAME,TYPE,DPWDIV,ZONE,HOOD_NO,HOOD,ACRES,SQMILES,ADDRESS,CODE,ALT_NAME,PW,TITLE,ID,Shape_Leng,ClassCode,Shape_Le_1,Shape_Area,X,Y
125,115740,1549.35,136,140,Ormsby,Playground,4,Southern,72,Southside Flats,2.657024617,0.004151601,NA,play,NA,n,Ormsby Playground,307,1549.34964,0,1549.34964,115739.9923,-79.97413862,40.42926411
126,17955.2,539.354,137,141,Southside Market,House,4,Southern,72,Southside Flats,0.412193545,0.000644052,NA,misc,NA,n,Southside Market House,309,539.3537927,0,539.3537927,17955.15081,-79.9864446,40.42943277
127,141887,1607.13,138,142,Frazier,Playground,3,Schenley,70,South Oakland,3.257274838,0.005089492,NA,play,NA,n,Frazier Playground,310,1607.129,0,1607.129,141886.892,-79.95485107,40.4293088
128,24481.2,683.784,139,143,Saline St,Parklet,3,Schenley,37,Greenfield,0.562010012,0.000878141,NA,park,NA,n,Saline St Parklet,314,683.7836911,0,683.7836911,24481.15613,-79.93970034,40.4295289
129,69051.4,1015.28,140,144,Armstrong,Playground,4,Southern,72,Southside Flats,1.585201971,0.002476878,NA,play,NA,n,Armstrong Playground,315,1015.277272,0,1015.277272,69051.39787,-79.98584204,40.42805587
130,35070.8,908.29,141,145,Bigbee,Field,4,Southern,3,Allentown,0.805114285,0.001257991,NA,gspc,NA,n,Bigbee Field,317,908.2903698,0,908.2903698,35070.77826,-80.00137966,40.42777445
131,1993140,11386.2,142,146,Mt Washington,Park,5,Western,53,Mount Washington,45.75611895,0.071493936,NA,park,NA,n,Mt Washington Park,319,11386.2207,0,11386.2207,1993136.542,-80.01546523,40.42280064
132,39980.4,971.024,143,147,Four Mile Run,Playground,3,Schenley,37,Greenfield,0.917824236,0.0014341,NA,play,NA,n,Four Mile Run Playground,320,971.0240227,0,971.0240227,39980.42372,-79.95027803,40.42711834
133,3443.85,251.945,144,148,Monitor St and St Phil,Islands,3,NA,77,Squirrel Hill South,0.079059847,0.000123531,NA,gspc,NA,n,Monitor St and St Phil Islands,323,251.9453027,0,251.9453027,3443.846953,-79.91914399,40.42647171
134,267750,2175.68,145,149,Magee,Playground,3,Schenley,37,Greenfield,6.146685771,0.009604197,NA,play,NA,n,Magee Playground,324,2175.676902,0,2175.676902,267749.6322,-79.93733765,40.42521011
135,259442,2043.16,146,150,Tropical,Parklet,5,Western,8,Beechview,5.955958819,0.009306186,NA,park,NA,n,Tropical Parklet,326,2043.159579,0,2043.159579,259441.5662,-80.02357745,40.42269165
136,283855,2224.84,148,152,Monongahela,Playground,4,Southern,73,Southside Slopes,6.516423462,0.010181912,NA,play,NA,n,Monongahela Playground,332,2224.842846,0,2224.842846,283855.406,-79.96633324,40.4216994
137,322.827,65.0162,149,153,Swisshelm,War Memorial,3,Eastern,82,Swisshelm Park,0.007411093,1.16E-05,NA,misc,NA,n,Swisshelm War Memorial,333,65.01622775,0,65.01622775,322.8272029,-79.8996991,40.42380685
138,92635.6,1245.76,150,154,Warrington,Playground,4,Southern,9,Beltzhoover,2.126620628,0.003322845,NA,play,NA,n,Warrington Playground,334,1245.758223,0,1245.758223,92635.59455,-80.00139497,40.42140834
139,191904,2043.24,151,155,Bud Hammer,Playground,3,Schenley,39,Hazelwood,4.405506553,0.006883604,NA,play,NA,n,Bud Hammer Playground,336,2043.235475,0,2043.235475,191903.8654,-79.94668873,40.4209565
140,26908.4,649.211,152,156,Eleanor St,Parklet,4,Southern,73,Southside Slopes,0.617731595,0.000965206,NA,park,NA,n,Eleanor St Parklet,337,649.2105774,0,649.2105774,26908.38827,-79.97287912,40.42140787
141,51453.3,909.718,153,157,Swisshelm,Parklet,3,Eastern,82,Swisshelm Park,1.181204077,0.001845631,NA,park,NA,n,Swisshelm Parklet,340,909.717958,0,909.717958,51453.24957,-79.90188285,40.42103461
142,38085.6,825.919,154,158,Cobden St,Bsktbl Ct,4,Southern,73,Southside Slopes,0.87432407,0.001366131,NA,misc,NA,n,Cobden St Bsktbl Ct,342,825.9185083,0,825.9185083,38085.55647,-79.96819783,40.41933769
143,24995.2,686.621,155,159,Arlington,Gym,4,Southern,4,Arlington,0.573811548,0.000896581,NA,misc,NA,n,Arlington Gym,343,686.6210468,0,686.6210468,24995.23101,-79.97507643,40.41924143
144,183263,1714.74,156,160,Arlington,Playground,4,Southern,73,Southside Slopes,4.207143787,0.006573662,NA,play,NA,n,Arlington Playground,344,1714.739201,0,1714.739201,183263.1834,-79.97505009,40.41828271
145,14714.3,586.933,157,161,Saline St,Passive Area,3,Schenley,77,Squirrel Hill South,0.337793516,0.000527802,NA,misc,NA,y,Saline St Passive Area,345,586.9332618,0,586.9332618,14714.28558,-79.92640237,40.41938993
146,20485.6,573.249,158,162,East Carnegie,Parklet,5,Western,27,East Carnegie,0.470283624,0.000734818,NA,park,NA,n,East Carnegie Parklet,346,573.2494265,0,573.2494265,20485.55465,-80.07487648,40.41464246
147,175419,1680.94,159,163,Alton,Playground,5,Western,8,Beechview,4.027065106,0.006292289,NA,play,NA,n,Alton Playground,351,1680.937781,0,1680.937781,175418.956,-80.02185513,40.41458018
148,145666,1630.12,160,164,Gladstone,Field,3,Schenley,39,Hazelwood,3.344040198,0.005225063,NA,gspc,NA,n,Gladstone Field,354,1630.119878,0,1630.119878,145666.391,-79.93860657,40.41514649
149,284756,2721.87,161,165,Devlin,Field,4,Southern,4,Arlington,6.537089806,0.010214203,NA,gspc,NA,n,Devlin Field,355,2721.869195,0,2721.869195,284755.6319,-79.96239682,40.41363133
150,38991.9,796.393,162,166,Lewis,Playground,3,Schenley,39,Hazelwood,0.895130946,0.001398642,NA,play,NA,n,Lewis Playground,357,796.3927443,0,796.3927443,38991.904,-79.94481042,40.4128944
151,248189,2067.16,163,167,Phillip Murray,Playground,4,Southern,54,Mt. Oliver Neighborhood,5.697625149,0.008902539,NA,play,NA,n,Phillip Murray Playground,358,2067.164396,0,2067.164396,248188.5515,-79.97828441,40.4090137
152,72288.3,1079.64,164,168,Able Long,Parklet,5,Western,8,Beechview,1.659510338,0.002592985,NA,park,NA,n,Able Long Parklet,359,1079.638582,0,1079.638582,72288.27034,-80.02819656,40.4081182
153,18071,573.321,165,169,Banksville,School,5,Western,6,Banksville,0.41485315,0.000648208,NA,misc,NA,n,Banksville School,360,573.3214847,0,573.3214847,18071.00322,-80.03655853,40.40700876
154,44552,939.811,166,170,Bon Air,Tot Lot,4,Southern,12,Bon Air,1.022772237,0.001598082,NA,play,NA,n,Bon Air Tot Lot,361,939.8112064,0,939.8112064,44551.95865,-79.99999487,40.4075222
155,440295,2752.13,167,171,Moore,Park,4,Southern,14,Brookline,10.10778378,0.015793412,NA,park,NA,n,Moore Park,362,2752.13025,1,2752.13025,440295.0614,-80.01349922,40.40514609
156,2849.18,217.369,168,172,Blair St,Parklet,3,Schenley,39,Hazelwood,0.065408164,0.0001022,NA,park,NA,n,Blair St Parklet,363,217.3691237,0,217.3691237,2849.17961,-79.94645238,40.40688667
157,9335.18,384.982,169,173,Elizabeth St,Tot Lot,3,Schenley,39,Hazelwood,0.214306295,0.000334854,NA,play,NA,n,Elizabeth St Tot Lot,364,384.9818617,0,384.9818617,9335.182225,-79.9444788,40.40664903
158,83239.1,1481.11,170,174,Pauline,Parklet,5,Western,8,Beechview,1.910906075,0.002985791,NA,park,NA,n,Pauline Parklet,365,1481.109451,0,1481.109451,83239.06865,-80.02594638,40.40457577
159,10524,444.083,171,175,Beechview,Monument,5,Western,8,Beechview,0.241597608,0.000377496,NA,misc,NA,n,Beechview Monument,366,444.0834903,0,444.0834903,10523.99181,-80.03017292,40.40364498
160,295777,2232.76,172,176,Burgwin,Playground,3,Schenley,39,Hazelwood,6.790098213,0.010609528,NA,play,NA,n,Burgwin Playground,367,2232.759022,0,2232.759022,295776.6782,-79.93683426,40.40444462
161,56918,959.54,173,177,Hazelwood,Senior Center,3,Schenley,39,Hazelwood,1.306657636,0.002041653,no,misc,NA,n,Hazelwood Senior Center,368,959.5401056,0,959.5401056,56918.00661,-79.94269751,40.4033965
162,19833.5,617.723,174,178,Leolyn,Parklet,4,Southern,16,Carrick,0.455315212,0.00071143,NA,park,NA,n,Leolyn Parklet,369,617.7229284,0,617.7229284,19833.53063,-79.98589199,40.39925237
163,20415.7,590.841,177,181,Revenue,Parklet,4,Southern,55,New Homestead,0.468680494,0.000732313,NA,park,NA,n,Revenue Parklet,377,590.8410067,0,590.8410067,20415.72233,-79.92073577,40.39393226
164,4075.12,301.25,178,182,Brookline,Monument,4,Southern,14,Brookline,0.093551872,0.000146175,NA,gspc,NA,y,Brookline Monument,379,301.2499301,0,301.2499301,4075.119547,-80.01711444,40.39173824
165,71671.2,1069.99,179,183,Panorama,Field,4,Southern,55,New Homestead,1.645343451,0.002570849,NA,gspc,NA,n,Panorama Field,380,1069.986418,0,1069.986418,71671.16073,-79.92289613,40.39278541
166,112466,1375.18,180,184,Overbrook,Playground,4,Southern,60,Overbrook,2.58186439,0.004034163,NA,play,NA,n,Overbrook Playground,381,1375.177667,0,1375.177667,112466.0128,-79.99740292,40.39123465
167,137722,1927.95,181,185,Carmalt,School,4,Southern,60,Overbrook,3.161662897,0.004940098,NA,misc,NA,n,Carmalt School,383,1927.951081,0,1927.951081,137722.0358,-80.0063785,40.38673889
168,55021.8,1369.16,183,187,Hays,Parklet,4,Southern,38,Hays,1.263126394,0.001973635,NA,park,NA,n,Hays Parklet,385,1369.164479,0,1369.164479,55021.78573,-79.93152605,40.38339448
169,27671.3,763.197,184,188,Lincoln Place,Parklet,4,Southern,46,Lincoln Place,0.635244472,0.000992569,NA,park,NA,n,Lincoln Place Parklet,387,763.196716,0,763.196716,27671.24921,-79.91742673,40.36997505
170,724799,6186.42,185,189,Banksville,Park,5,Western,6,Banksville,16.6391042,0.0259986,NA,play,NA,n,Banksville Park,347,6186.419401,1,6186.419401,724799.3789,-80.03876036,40.4142949
171,11279.2,1553.56,186,190,Bedford,Strip,6,Central,24,Crawford-Roberts,0.258934095,0.000404585,NA,gspc,NA,y,Bedford Strip,179,1553.55959,0,1553.55959,11279.16916,-79.98964656,40.4433947
172,1394370,12357.1,187,191,Brighton Heights,Park,1,Northern,13,Brighton Heights,32.01044155,0.050016315,NA,park,NA,n,Brighton Heights Park,4,12357.09482,1,12357.09482,1394374.834,-80.02960586,40.4855996
173,2368320,9152.84,188,192,Brookline Memorial,Park,4,Southern,14,Brookline,54.36923614,0.084951931,NA,park,NA,n,Brookline Memorial Park,378,9152.841612,1,9152.841612,2368323.926,-80.00441282,40.38997311
174,440357,10104.4,189,193,Clemente,Park,6,State,57,North Shore,10.10921061,0.015795642,NA,park,NA,n,Clemente Park,149,10104.37071,0,10104.37071,440357.2144,-80.01090528,40.4455073
175,62879.2,3253.18,190,194,Crosstown,NA,6,Central,17,Central Business District,1.443506672,0.002255479,NA,gspc,NA,n,Crosstown,210,3253.178201,0,3253.178201,62879.15063,-79.99330534,40.4410093
176,109337,8837.89,191,195,East Liberty,Strip,2,Northeast,29,East Liberty,2.51002137,0.003921908,NA,gspc,NA,n,East Liberty Strip,36,8837.890985,0,8837.890985,109336.5309,-79.92062319,40.46471479
177,957403,8643.02,192,196,East,Park,1,State,1,Allegheny Center,21.97894389,0.0343421,NA,park,NA,n,East Park,100,8643.019657,1,8643.019657,957402.7956,-80.00431399,40.4541663
178,112001,6120.31,193,197,Fort Duquesne Blvd,Strip,6,State,17,Central Business District,2.571194864,0.004017492,NA,gspc,NA,n,Fort Duquesne Blvd Strip,154,6120.305327,0,6120.305327,112001.2483,-80.00096267,40.44472025
179,197811,3139.29,194,198,Frankstown,Triangle 1 & 2,2,Northeast,45,Larimer,4.541112609,0.007095488,NA,gspc,NA,y,Frankstown Triangle 1 & 2,67,3139.28567,0,3139.28567,197810.8653,-79.91561672,40.46142816
180,20706300,60132.7,195,199,Frick,Park,3,Eastern,63,Point Breeze,475.3506345,0.742735366,NA,park,NA,n,Frick Park,170,60132.67843,0,60132.67843,20706273.64,-79.90420054,40.43221692
181,1456790,14446.6,196,200,Grandview,Park,4,Southern,3,Allentown,33.44319917,0.052254999,NA,park,NA,n,Grandview Park,313,14446.58136,0,14446.58136,1456785.756,-79.99672317,40.4265022
182,18753.5,3596.23,197,201,Grant Street,Islands,6,State,17,Central Business District,0.430521033,0.000672689,NA,gspc,NA,y,Grant Street Islands,172,3596.229945,0,3596.229945,18753.49619,-79.9963203,40.4400762
183,888912,5898.08,198,202,Hershel,Playground,5,Western,30,Elliott,20.40661897,0.031885342,NA,play,NA,n,Hershel Playground,206,5898.083258,1,5898.083258,888912.3224,-80.04465983,40.43925025
184,16379600,106184,199,203,Highland,Park,2,Northeast,40,Highland Park,376.0248114,0.587538768,NA,park,NA,n,Highland Park,389,106184.4602,0,106184.4602,16379640.78,-79.91510844,40.48083039
185,50423.7,2220.13,200,204,Liberty Avenue,Island,6,State,17,Central Business District,1.157568594,0.001808701,NA,gspc,NA,y,Liberty Avenue Island,203,2220.129118,0,2220.129118,50423.68794,-80.00496797,40.44147039
186,62938.1,1034.37,201,205,Liberty,Park,2,Central,29,East Liberty,1.444859196,0.002257592,NA,park,NA,n,Liberty Park,64,1034.367086,0,1034.367086,62938.06656,-79.91874532,40.46206529
187,33577.4,718.387,202,206,Market Square,Park,6,State,17,Central Business District,0.770831154,0.001204424,NA,park,NA,n,Market Square Park,225,718.3865875,1,718.3865875,33577.40505,-80.0025661,40.44069171
188,990041,7470.06,203,207,McBride,Park,4,Southern,46,Lincoln Place,22.72821792,0.035512841,NA,park,NA,n,McBride Park,386,7470.062767,1,7470.062767,990041.1727,-79.9055486,40.37029953
189,3420680,17715.8,204,208,McKinley,Park,4,Southern,9,Beltzhoover,78.52803838,0.12270006,NA,park,NA,n,McKinley Park,350,17715.76597,1,17715.76597,3420681.352,-80.00171116,40.41267584
190,26393.9,2418.07,205,209,McPherson Blvd,Strip,2,Eastern,64,Point Breeze North,0.60591979,0.00094675,NA,gspc,NA,n,McPherson Blvd Strip,114,2418.068278,0,2418.068278,26393.86607,-79.90845756,40.45494236
191,1417300,7625.4,206,210,Mellon,Park,2,Eastern,68,Shadyside,32.53684368,0.050838818,NA,park,NA,n,Mellon Park,112,7625.39938,1,7625.39938,1417304.911,-79.91686795,40.4533552
192,22358.7,937.759,207,211,New St Tri Ura,Lot 1 & 2,2,Northeast,41,Homewood North,0.513285095,0.000802008,NA,misc,NA,y,New St Tri Ura Lot 1 & 2,77,937.759476,0,937.759476,22358.69874,-79.89461979,40.46165636
193,212689,3111.48,208,212,Oakwood,Playground,5,Western,59,Oakwood,4.882670477,0.007629173,NA,play,NA,n,Oakwood Playground,316,3111.475531,0,3111.475531,212689.126,-80.06614314,40.42598177
194,3921.36,1353.96,209,213,Parkview,Islands,3,Schenley,20,Central Oakland,0.090022101,0.00014066,NA,gspc,NA,n,Parkview Islands,272,1353.959973,0,1353.959973,3921.362723,-79.95191769,40.43549759
195,1019340,7113.21,210,214,Phillips,Park,4,Southern,16,Carrick,23.40072403,0.036563631,NA,park,NA,n,Phillips Park,374,7113.212789,1,7113.212789,1019335.539,-79.99147515,40.39089748
196,871521,21580.5,211,215,Point State,Park,6,State,17,Central Business District,20.0073622,0.031261503,NA,park,NA,n,Point State Park,183,21580.47516,0,21580.47516,871520.6972,-80.00932615,40.44132335
197,18908600,123345,212,216,Schenley,Park,3,Schenley,77,Squirrel Hill South,434.0808777,0.678251371,NA,park,NA,n,Schenley Park,187,123344.8656,0,123344.8656,18908563.03,-79.94284123,40.43492783
198,2228420,16358.8,213,217,Sheraden,Park,5,Western,69,Sheraden,51.15743687,0.079933495,NA,park,NA,n,Sheraden Park,55,16358.83524,1,16358.83524,2228417.95,-80.05992885,40.4585943
199,2093870,13929.9,214,218,Southside,Park,4,Southern,73,Southside Slopes,48.06858967,0.075107171,NA,park,NA,n,Southside Park,325,13929.92103,1,13929.92103,2093867.766,-79.97673047,40.42124688
200,729786,14053,215,219,Southside Riverfront,Park,4,Southern,72,Southside Flats,16.75358824,0.026177482,NA,park,NA,n,Southside Riverfront Park,295,14053.03598,0,14053.03598,729786.3037,-79.97267899,40.43145764
201,1313510,9130.6,216,220,Spring Hill,Playground,1,Northern,74,Spring Garden,30.15405264,0.047115707,NA,play,NA,n,Spring Hill Playground,26,9130.603242,0,9130.603242,1313510.533,-79.99102527,40.47153889
202,23133,845.112,217,221,Stratmore,Parklet,5,Western,23,Crafton Heights,0.531059847,0.000829781,NA,park,NA,n,Stratmore Parklet,227,845.1115208,0,845.1115208,23132.96692,-80.05610334,40.43949317
203,25771.8,2507.73,218,222,Thomas Blvd,Planting Strip,2,Eastern,64,Point Breeze North,0.591639325,0.000924436,NA,gspc,NA,n,Thomas Blvd Planting Strip,120,2507.73331,0,2507.73331,25771.80898,-79.90914897,40.454062
204,280612,3128.19,219,223,Vanucci,Field,5,Western,8,Beechview,6.441973285,0.010065583,NA,gspc,NA,n,Vanucci Field,349,3128.193478,0,3128.193478,280612.3563,-80.01782713,40.41486867
205,468365,5812.44,220,224,Volunteers,Field,4,Southern,16,Carrick,10.75219193,0.0168003,NA,gspc,NA,n,Volunteers Field,370,5812.441974,0,5812.441974,468365.4806,-79.9937822,40.39687469
206,741611,15318.8,221,225,West End,Park,5,Western,30,Elliott,17.02503862,0.026601623,NA,park,NA,n,West End Park,251,15318.78952,1,15318.78952,741610.6824,-80.03706496,40.43669227
207,1653570,12869.5,222,226,West,Park,1,State,1,Allegheny Center,37.96076801,0.0593137,NA,park,NA,n,West Park,107,12869.53469,1,12869.53469,1653571.055,-80.01121847,40.45272207
208,2598.77,286.38,223,227,Windermere,Circle 1 & 2,3,Eastern,82,Swisshelm Park,0.059659633,9.32E-05,NA,gspc,NA,n,Windermere Circle 1 & 2,335,286.3803728,0,286.3803728,2598.773613,-79.90192392,40.42287463
209,117219,1961.47,224,228,Winters,Playground,4,Southern,73,Southside Slopes,2.69098145,0.004204659,NA,play,NA,n,Winters Playground,328,1961.472022,0,1961.472022,117219.152,-79.98144463,40.42266736
210,11271500,72135.9,225,229,Riverview,Park,1,Northern,50,Marshall-Shadeland,258.7574841,0.404308569,NA,park,NA,n,Riverview Park,2,72135.87074,0,72135.87074,11271476.01,-80.01998539,40.48192025
211,136300,1791.94,226,50,Fineview,Field,1,Northern,33,Fineview,3.129012891,0.004889083,NA,gspc,NA,n,Fineview Field,75,1791.943651,0,1791.943651,136299.8015,-80.00421008,40.45981558
212,20711.5,567.156,227,51,Catalano,Parklet,1,Northern,74,Spring Garden,0.475470697,0.000742923,NA,park,NA,n,Catalano Parklet,76,567.1557391,0,567.1557391,20711.50357,-79.9919523,40.46027648
213,125559,1428.96,228,62,Manchester,Playground,1,Northern,49,Manchester,2.882427509,0.004503793,NA,play,NA,n,Manchester Playground,93,1428.963457,0,1428.963457,125558.5423,-80.02486114,40.45676561
214,6903620,108260,0,0,Emerald View,Park,0,NA,0,NA,158.4853915,0.247633424,Grandview Avenue,NA,NA,NA,Emerald View Park,0,104225.4074,0,108259.9167,6903623.656,-80.0201646,40.4350238
